YEAR,RANK,RIDER,RIDER NO.,TEAM,TIMES,GAP,DISTNACE
2005,58, SYLVAIN CHAVANEL,124,COFIDIS CREDIT PAR TELEPHONE,88H 20' 22'',+ 02H 05' 20'',3593
2005,59, PATRIK SINKEWITZ,136,QUICK STEP - INNERGETIC,88H 22' 50'',+ 02H 07' 48'',3593
2005,60, IBAN MAYO,191,EUSKALTEL - EUSKADI,88H 22' 50'',+ 02H 07' 48'',3593
2005,61, THOMAS LÖVKVIST,177,FRANCAISE DES JEUX,88H 22' 50'',+ 02H 07' 48'',3593
2005,62, LORENZO BERNUCCI,72,FASSA BORTOLO,88H 23' 39'',+ 02H 08' 37'',3593
2005,63, DAVID CAÑADA GRACIA,83,SAUNIER DUVAL - PRODIR,88H 23' 58'',+ 02H 08' 56'',3593
2005,64, ANGEL VICIOSO ARCOS,99,LIBERTY SEGUROS - WÜRTH TEAM,88H 24' 39'',+ 02H 09' 37'',3593
2005,65, SEBASTIAN LANG,163,GEROLSTEINER,88H 26' 20'',+ 02H 11' 18'',3593
2005,66, JUAN MANUEL GARATE,81,SAUNIER DUVAL - PRODIR,88H 30' 19'',+ 02H 15' 17'',3593
2005,67, DAVID MONCOUTIE,126,COFIDIS CREDIT PAR TELEPHONE,88H 30' 25'',+ 02H 15' 23'',3593
2005,68, WALTER BENETEAU,142,BOUYGUES TELECOM,88H 32' 08'',+ 02H 17' 06'',3593
2005,69, IKER CAMANO,192,EUSKALTEL - EUSKADI,88H 37' 43'',+ 02H 22' 41'',3593
2005,70, PHILIPPE GILBERT,176,FRANCAISE DES JEUX,88H 39' 02'',+ 02H 24' 00'',3593
2005,71, NICKI SORENSEN,27,TEAM CSC,88H 39' 10'',+ 02H 24' 08'',3593
2005,72, PIETER WEENING,59,RABOBANK,88H 39' 18'',+ 02H 24' 16'',3593
2005,73, JUAN ANTONIO FLECHA GIANNONI,75,FASSA BORTOLO,88H 39' 23'',+ 02H 24' 21'',3593
2005,74, JOSÉ LUIS ARRIETA,32,ILLES BALEARS-CAISSE D EPARGNE,88H 40' 29'',+ 02H 25' 27'',3593
2005,75, JOSEBA BELOKI,92,LIBERTY SEGUROS - WÜRTH TEAM,88H 41' 28'',+ 02H 26' 26'',3593
2005,76, CARLOS DA CRUZ,174,FRANCAISE DES JEUX,88H 41' 51'',+ 02H 26' 49'',3593
2005,77, STUART O'GRADY,121,COFIDIS CREDIT PAR TELEPHONE,88H 42' 21'',+ 02H 27' 19'',3593
2005,78, ANDREY GRIVKO,185,DOMINA VACANZE,88H 43' 10'',+ 02H 28' 08'',3593
2005,79, FABIAN WEGMANN,167,GEROLSTEINER,88H 44' 34'',+ 02H 29' 32'',3593
2005,80, MASSIMO GIUNTI,77,FASSA BORTOLO,88H 44' 36'',+ 02H 29' 34'',3593
2005,81, TOBIAS STEINHAUSER,18,T-MOBILE TEAM,88H 46' 04'',+ 02H 31' 02'',3593
2005,82, DIDIER ROUS,141,BOUYGUES TELECOM,88H 48' 12'',+ 02H 33' 10'',3593
2005,83, JOOST POSTHUMA,56,RABOBANK,88H 49' 01'',+ 02H 33' 59'',3593
2005,84, ALLAN DAVIS,94,LIBERTY SEGUROS - WÜRTH TEAM,88H 49' 42'',+ 02H 34' 40'',3593
2005,85, DENIS MENCHOV,51,RABOBANK,88H 50' 02'',+ 02H 35' 00'',3593
2005,86, STEPHAN SCHRECK,16,T-MOBILE TEAM,88H 50' 54'',+ 02H 35' 52'',3593
2005,87, GORAZD STANGELJ,159,LAMPRE - CAFFITA,88H 51' 15'',+ 02H 36' 13'',3593
2005,88, NICOLAS PORTAL,208,AG2R PREVOYANCE,88H 53' 03'',+ 02H 38' 01'',3593
2005,89, KURT-ASLE ARVESEN,22,TEAM CSC,88H 54' 29'',+ 02H 39' 27'',3593
2005,90, YURIY KRIVTSOV,207,AG2R PREVOYANCE,88H 54' 53'',+ 02H 39' 51'',3593
2005,91, RONNY SCHOLZ,166,GEROLSTEINER,88H 58' 05'',+ 02H 43' 03'',3593
2005,92, RUBENS BERTOGLIATI,82,SAUNIER DUVAL - PRODIR,89H 00' 05'',+ 02H 45' 03'',3593
2005,93, BEAT ZBERG,169,GEROLSTEINER,89H 01' 26'',+ 02H 46' 24'',3593
2005,94, FRANCIS MOUREY,179,FRANCAISE DES JEUX,89H 02' 16'',+ 02H 47' 14'',3593
2005,95, PAVEL PADRNOS,6,DISCOVERY CHANNEL TEAM,89H 04' 55'',+ 02H 49' 53'',3593
2005,96, LUDOVIC TURPIN,209,AG2R PREVOYANCE,89H 06' 30'',+ 02H 51' 28'',3593
2005,97, ANTHONY GESLIN,145,BOUYGUES TELECOM,89H 07' 00'',+ 02H 51' 58'',3593
2005,98, ALESSANDRO CORTINOVIS,183,DOMINA VACANZE,89H 07' 04'',+ 02H 52' 02'',3593
2005,99, DAVID LOOSLI,155,LAMPRE - CAFFITA,89H 07' 43'',+ 02H 52' 41'',3593
2005,100, INIGO LANDALUZE,197,EUSKALTEL - EUSKADI,89H 07' 43'',+ 02H 52' 41'',3593
2005,101, SALVATORE COMMESSO,153,LAMPRE - CAFFITA,89H 08' 48'',+ 02H 53' 46'',3593
2005,102, LUKE ROBERTS,25,TEAM CSC,89H 09' 14'',+ 02H 54' 12'',3593
2005,103, BERT GRABSCH,62,PHONAK HEARING SYSTEMS,89H 09' 37'',+ 02H 54' 35'',3593
2005,104, VOLODYMIR GUSTOV,78,FASSA BORTOLO,89H 09' 58'',+ 02H 54' 56'',3593
2005,105, BRADLEY MC GEE,171,FRANCAISE DES JEUX,89H 11' 01'',+ 02H 55' 59'',3593
2005,106, SÉBASTIEN JOLY,107,CREDIT AGRICOLE,89H 11' 12'',+ 02H 56' 10'',3593
2005,107, BENJAMIN NOVAL GONZALEZ,5,DISCOVERY CHANNEL TEAM,89H 16' 01'',+ 03H 00' 59'',3593
2005,108, LUIS LEÓN SANCHEZ,97,LIBERTY SEGUROS - WÜRTH TEAM,89H 18' 21'',+ 03H 03' 19'',3593
2005,109, ERIK DEKKER,53,RABOBANK,89H 18' 38'',+ 03H 03' 36'',3593
2005,110, DANIELE RIGHI,157,LAMPRE - CAFFITA,89H 19' 19'',+ 03H 04' 17'',3593
2005,111, BRAM TANKINK,137,QUICK STEP - INNERGETIC,89H 20' 14'',+ 03H 05' 12'',3593
2005,112, MARIO AERTS,42,DAVITAMON - LOTTO,89H 22' 32'',+ 03H 07' 30'',3593
2005,113, ALESSANDRO BERTOLINI,182,DOMINA VACANZE,89H 24' 15'',+ 03H 09' 13'',3593
2005,114, SAMUEL DUMOULIN,204,AG2R PREVOYANCE,89H 26' 04'',+ 03H 11' 02'',3593
2005,115, SÉBASTIEN HINAULT,105,CREDIT AGRICOLE,89H 29' 35'',+ 03H 14' 33'',3593
2005,116, THOR HUSHOVD,106,CREDIT AGRICOLE,89H 30' 42'',+ 03H 15' 40'',3593
2005,117, LAURENT LEFEVRE,146,BOUYGUES TELECOM,89H 31' 08'',+ 03H 16' 06'',3593
2005,118, GIOVANNI LOMBARDI,24,TEAM CSC,89H 33' 23'',+ 03H 18' 21'',3593
2005,119, LASZLO BODROGI,102,CREDIT AGRICOLE,89H 33' 46'',+ 03H 18' 44'',3593
2005,120, MATTHIEU SPRICK,148,BOUYGUES TELECOM,89H 35' 49'',+ 03H 20' 47'',3593
2005,121, STÉPHANE AUGE,122,COFIDIS CREDIT PAR TELEPHONE,89H 36' 32'',+ 03H 21' 30'',3593
2005,122, INAKI ISASI,196,EUSKALTEL - EUSKADI,89H 36' 52'',+ 03H 21' 50'',3593
2005,123, MATTHEW WHITE,129,COFIDIS CREDIT PAR TELEPHONE,89H 38' 43'',+ 03H 23' 41'',3593
2005,124, THOMAS VOECKLER,149,BOUYGUES TELECOM,89H 40' 34'',+ 03H 25' 32'',3593
2005,125, MARCUS LJUNGQVIST,117,LIQUIGAS - BIANCHI,89H 40' 38'',+ 03H 25' 36'',3593
2005,126, SIMON GERRANS,205,AG2R PREVOYANCE,89H 42' 05'',+ 03H 27' 03'',3593
2005,127, THIERRY MARICHAL,125,COFIDIS CREDIT PAR TELEPHONE,89H 46' 01'',+ 03H 30' 59'',3593
2005,128, FABIAN CANCELLARA,71,FASSA BORTOLO,89H 47' 42'',+ 03H 32' 40'',3593
2005,129, FRÉDÉRIC BESSY,123,COFIDIS CREDIT PAR TELEPHONE,89H 50' 01'',+ 03H 34' 59'',3593
2005,130, MICHAEL RICH,165,GEROLSTEINER,89H 52' 15'',+ 03H 37' 13'',3593
2005,131, MANUEL QUINZIATO,88,SAUNIER DUVAL - PRODIR,89H 52' 33'',+ 03H 37' 31'',3593
2005,132, FRED RODRIGUEZ,46,DAVITAMON - LOTTO,89H 53' 00'',+ 03H 37' 58'',3593
2005,133, ALESSANDRO VANOTTI,189,DOMINA VACANZE,89H 53' 45'',+ 03H 38' 43'',3593
2005,134, ROBBIE MC EWEN,41,DAVITAMON - LOTTO,89H 56' 54'',+ 03H 41' 52'',3593
2005,135, KARSTEN KROON,54,RABOBANK,89H 57' 05'',+ 03H 42' 03'',3593
2005,136, JOHAN VAN SUMMEREN,48,DAVITAMON - LOTTO,89H 58' 07'',+ 03H 43' 05'',3593
2005,137, MAURO GEROSA,116,LIQUIGAS - BIANCHI,89H 59' 24'',+ 03H 44' 22'',3593
2005,138, NICOLAS JALABERT,65,PHONAK HEARING SYSTEMS,89H 59' 28'',+ 03H 44' 26'',3593
2005,139, GUIDO TRENTI,138,QUICK STEP - INNERGETIC,90H 01' 26'',+ 03H 46' 24'',3593
2005,140, MARC WAUTERS,58,RABOBANK,90H 01' 56'',+ 03H 46' 54'',3593
2005,141, KJELL CARLSTRÖM,114,LIQUIGAS - BIANCHI,90H 02' 04'',+ 03H 47' 02'',3593
2005,142, BADEN COOKE,173,FRANCAISE DES JEUX,90H 02' 19'',+ 03H 47' 17'',3593
2005,143, BERNHARD EISEL,175,FRANCAISE DES JEUX,90H 02' 37'',+ 03H 47' 35'',3593
2005,144, MAURO FACCI,74,FASSA BORTOLO,90H 04' 32'',+ 03H 49' 30'',3593
2005,145, MICHAEL ALBASINI,112,LIQUIGAS - BIANCHI,90H 06' 05'',+ 03H 51' 03'',3593
2005,146, PETER WROLICH,168,GEROLSTEINER,90H 06' 52'',+ 03H 51' 50'',3593
2005,147, RAFAEL NURITDINOV,188,DOMINA VACANZE,90H 09' 16'',+ 03H 54' 14'',3593
2005,148, VICENTE GARCIA ACOSTA,36,ILLES BALEARS-CAISSE D EPARGNE,90H 11' 36'',+ 03H 56' 34'',3593
2005,149, SERVAIS KNAVEN,134,QUICK STEP - INNERGETIC,90H 14' 09'',+ 03H 59' 07'',3593
2005,150, UNAI ETXEBARRIA,193,EUSKALTEL - EUSKADI,90H 15' 26'',+ 04H 00' 24'',3593
2005,151, ROBERT FÖRSTER,162,GEROLSTEINER,90H 16' 42'',+ 04H 01' 40'',3593
2005,152, DANIEL BECKE,34,ILLES BALEARS-CAISSE D EPARGNE,90H 17' 18'',+ 04H 02' 16'',3593
2005,153, JANECK TOMBAK,127,COFIDIS CREDIT PAR TELEPHONE,90H 18' 11'',+ 04H 03' 09'',3593
2005,154, WIM VANSEVENANT,49,DAVITAMON - LOTTO,90H 24' 27'',+ 04H 09' 25'',3593
2005,155, IKER FLORES,194,EUSKALTEL - EUSKADI,90H 35' 26'',+ 04H 20' 24'',3593
2004,1,LANCE ARMSTRONG,,US POSTAL - BERRY FLOOR,83H 36' 02'',-,3391
2004,2, ANDREAS KLÖDEN,17,T-MOBILE TEAM,83H 42' 21'',+ 00H 06' 19'',3391
2004,3, IVAN BASSO,61,TEAM CSC,83H 42' 42'',+ 00H 06' 40'',3391
2004,4, JAN ULLRICH,11,T-MOBILE TEAM,83H 44' 52'',+ 00H 08' 50'',3391
2004,5, JOSÉ AZEVEDO,2,US POSTAL - BERRY FLOOR,83H 50' 32'',+ 00H 14' 30'',3391
2004,6, FRANCISCO MANCEBO,71,ILLES BALEARS - B. SANTANDER,83H 54' 03'',+ 00H 18' 01'',3391
2004,7, GEORG TOTSCHNIG,81,GEROLSTEINER,83H 54' 29'',+ 00H 18' 27'',3391
2004,8, CARLOS SASTRE,67,TEAM CSC,83H 55' 53'',+ 00H 19' 51'',3391
2004,10, OSCAR PEREIRO SIO,27,PHONAK HEARING SYSTEMS,83H 58' 56'',+ 00H 22' 54'',3391
2004,11, PIETRO CAUCCHIOLI,134,ALESSIO - BIANCHI,84H 00' 23'',+ 00H 24' 21'',3391
2004,12, CHRISTOPHE MOREAU,51,CREDIT AGRICOLE,84H 00' 38'',+ 00H 24' 36'',3391
2004,13, VLADIMIR KARPETS,75,ILLES BALEARS - B. SANTANDER,84H 01' 13'',+ 00H 25' 11'',3391
2004,14, MICHAEL RASMUSSEN,158,RABOBANK,84H 03' 18'',+ 00H 27' 16'',3391
2004,15, RICHARD VIRENQUE,101,QUICK STEP - DAVITAMON,84H 04' 13'',+ 00H 28' 11'',3391
2004,16, SANDY CASAR,162,FDJEUX.COM,84H 04' 55'',+ 00H 28' 53'',3391
2004,17, GILBERTO SIMONI,171,SAECO,84H 05' 02'',+ 00H 29' 00'',3391
2004,18, THOMAS VOECKLER,129,BRIOCHES LA BOULANGERE,84H 07' 14'',+ 00H 31' 12'',3391
2004,19, JOSÉ LUIS RUBIERA,9,US POSTAL - BERRY FLOOR,84H 08' 52'',+ 00H 32' 50'',3391
2004,20, STEPHANE GOUBERT,144,AG2R PREVOYANCE,84H 13' 13'',+ 00H 37' 11'',3391
2004,21, AXEL MERCKX,185,LOTTO - DOMO,84H 15' 56'',+ 00H 39' 54'',3391
2004,22, MICHAEL ROGERS,108,QUICK STEP - DAVITAMON,84H 17' 41'',+ 00H 41' 39'',3391
2004,23, FLOYD LANDIS,6,US POSTAL - BERRY FLOOR,84H 18' 57'',+ 00H 42' 55'',3391
2004,24, OSCAR SEVILLA,29,PHONAK HEARING SYSTEMS,84H 21' 21'',+ 00H 45' 19'',3391
2004,25, GIUSEPPE GUERINI,14,T-MOBILE TEAM,84H 23' 09'',+ 00H 47' 07'',3391
2004,26, IKER CAMANO,32,EUSKALTEL - EUSKADI,84H 23' 16'',+ 00H 47' 14'',3391
2004,27, JÉRÔME PINEAU,126,BRIOCHES LA BOULANGERE,84H 23' 45'',+ 00H 47' 43'',3391
2004,28, JOSÉ ENRIQUE GUTIERREZ,25,PHONAK HEARING SYSTEMS,84H 26' 41'',+ 00H 50' 39'',3391
2004,29, LAURENT BROCHARD,141,AG2R PREVOYANCE,84H 27' 37'',+ 00H 51' 35'',3391
2004,30, SYLVAIN CHAVANEL,121,BRIOCHES LA BOULANGERE,84H 30' 45'',+ 00H 54' 43'',3391
2004,31, SANTOS GONZALEZ,23,PHONAK HEARING SYSTEMS,84H 37' 03'',+ 01H 01' 01'',3391
2004,32, MICHELE SCARPONI,196,DOMINA VACANZE,84H 39' 03'',+ 01H 03' 01'',3391
2004,34, DAVID MONCOUTIE,97,COFIDIS CREDIT PAR TELEPHONE,84H 40' 39'',+ 01H 04' 37'',3391
2004,35, JENS VOIGT,69,TEAM CSC,84H 43' 09'',+ 01H 07' 07'',3391
2004,36, ALEXANDRE BOTCHAROV,52,CREDIT AGRICOLE,84H 46' 56'',+ 01H 10' 54'',3391
2004,37, JUAN MIGUEL MERCADO,107,QUICK STEP - DAVITAMON,84H 47' 33'',+ 01H 11' 31'',3391
2004,38, EVGENI PETROV,178,SAECO,84H 48' 26'',+ 01H 12' 24'',3391
2004,39, PATRICE HALGAND,55,CREDIT AGRICOLE,84H 48' 26'',+ 01H 12' 24'',3391
2004,40, BOBBY JULICH,64,TEAM CSC,84H 48' 44'',+ 01H 12' 42'',3391
2004,41, EGOI MARTINEZ,37,EUSKALTEL - EUSKADI,84H 51' 12'',+ 01H 15' 10'',3391
2004,42, MARIUS SABALIAUSKAS,179,SAECO,84H 51' 17'',+ 01H 15' 15'',3391
2004,43, RIK VERBRUGGHE,188,LOTTO - DOMO,84H 52' 44'',+ 01H 16' 42'',3391
2004,44, IGOR GONZALEZ GALDEANO,114,LIBERTY SEGUROS,84H 52' 47'',+ 01H 16' 45'',3391
2004,45, AÏTOR GONZALEZ,45,FASSA BORTOLO,84H 53' 25'',+ 01H 17' 23'',3391
2004,46, MANUEL BELTRAN,3,US POSTAL - BERRY FLOOR,85H 02' 30'',+ 01H 26' 28'',3391
2004,47, JEAN-CYRIL ROBIN,168,FDJEUX.COM,85H 08' 08'',+ 01H 32' 06'',3391
2004,48, DANIELE NARDELLO,18,T-MOBILE TEAM,85H 11' 28'',+ 01H 35' 26'',3391
2004,49, SANTIAGO PEREZ,28,PHONAK HEARING SYSTEMS,85H 11' 56'',+ 01H 35' 54'',3391
2004,50, AITOR OSA,77,ILLES BALEARS - B. SANTANDER,85H 14' 40'',+ 01H 38' 38'',3391
2004,51, JOSÉ IVAN GUTIERREZ PALACIOS,74,ILLES BALEARS - B. SANTANDER,85H 15' 18'',+ 01H 39' 16'',3391
2004,52, INIGO LANDALUZE,36,EUSKALTEL - EUSKADI,85H 15' 54'',+ 01H 39' 52'',3391
2004,53, RONNY SCHOLZ,87,GEROLSTEINER,85H 18' 46'',+ 01H 42' 44'',3391
2004,54, MARCOS ANTONIO SERRANO RODRIGUEZ,117,LIBERTY SEGUROS,85H 18' 55'',+ 01H 42' 53'',3391
2004,55, JORG LUDEWIG,177,SAECO,85H 20' 59'',+ 01H 44' 57'',3391
2004,57, SERGUEI IVANOV,15,T-MOBILE TEAM,85H 25' 53'',+ 01H 49' 51'',3391
2004,58, PAOLO BETTINI,102,QUICK STEP - DAVITAMON,85H 26' 12'',+ 01H 50' 10'',3391
2004,59, ERIK ZABEL,19,T-MOBILE TEAM,85H 26' 23'',+ 01H 50' 21'',3391
2004,60, IKER FLORES,35,EUSKALTEL - EUSKADI,85H 26' 51'',+ 01H 50' 49'',3391
2004,61, STUART O'GRADY,91,COFIDIS CREDIT PAR TELEPHONE,85H 27' 43'',+ 01H 51' 41'',3391
2004,62, MIKEL ASTARLOZA,142,AG2R PREVOYANCE,85H 31' 06'',+ 01H 55' 04'',3391
2004,63, KIM KIRCHEN,46,FASSA BORTOLO,85H 31' 54'',+ 01H 55' 52'',3391
2004,64, ANDREA PERON,65,TEAM CSC,85H 32' 31'',+ 01H 56' 29'',3391
2004,65, GRISCHA NIERMANN,157,RABOBANK,85H 33' 27'',+ 01H 57' 25'',3391
2004,66, BENJAMIN NOVAL GONZALEZ,7,US POSTAL - BERRY FLOOR,85H 33' 43'',+ 01H 57' 41'',3391
2004,67, LAURENT DUFAUX,105,QUICK STEP - DAVITAMON,85H 34' 24'',+ 01H 58' 22'',3391
2004,68, MARZIO BRUSEGHIN,42,FASSA BORTOLO,85H 35' 23'',+ 01H 59' 21'',3391
2004,69, ROLF ALDAG,12,T-MOBILE TEAM,85H 38' 57'',+ 02H 02' 55'',3391
2004,70, CLAUS MICHAEL MOLLER,137,ALESSIO - BIANCHI,85H 40' 03'',+ 02H 04' 01'',3391
2004,71, SYLVAIN CALZATI,205,R.A.G.T. SEMENCES - MG ROVER,85H 45' 36'',+ 02H 09' 34'',3391
2004,72, NICOLAS PORTAL,148,AG2R PREVOYANCE,85H 45' 47'',+ 02H 09' 45'',3391
2004,73, ISIDRO NOZAL,116,LIBERTY SEGUROS,85H 46' 35'',+ 02H 10' 33'',3391
2004,74, MICHAEL BOOGERD,152,RABOBANK,85H 46' 41'',+ 02H 10' 39'',3391
2004,75, SANTIAGO BOTERO,13,T-MOBILE TEAM,85H 48' 34'',+ 02H 12' 32'',3391
2004,76, PIERRICK FEDRIGO,54,CREDIT AGRICOLE,85H 49' 16'',+ 02H 13' 14'',3391
2004,77, DAVID ETXEBARRIA,33,EUSKALTEL - EUSKADI,85H 50' 44'',+ 02H 14' 42'',3391
2004,78, SEBASTIAN LANG,84,GEROLSTEINER,85H 51' 33'',+ 02H 15' 31'',3391
2004,79, PAVEL PADRNOS,8,US POSTAL - BERRY FLOOR,85H 52' 21'',+ 02H 16' 19'',3391
2004,80, VJATCESLAV EKIMOV,4,US POSTAL - BERRY FLOOR,85H 52' 46'',+ 02H 16' 44'',3391
2004,81, BERT GRABSCH,24,PHONAK HEARING SYSTEMS,85H 53' 16'',+ 02H 17' 14'',3391
2004,82, NICOLAS JALABERT,26,PHONAK HEARING SYSTEMS,85H 54' 44'',+ 02H 18' 42'',3391
2004,83, BENOIT SALMON,59,CREDIT AGRICOLE,86H 00' 51'',+ 02H 24' 49'',3391
2004,84, CHRISTOPHE MENGIN,167,FDJEUX.COM,86H 01' 10'',+ 02H 25' 08'',3391
2004,85, CARLOS DA CRUZ,164,FDJEUX.COM,86H 01' 45'',+ 02H 25' 43'',3391
2004,86, VICENTE GARCIA ACOSTA,73,ILLES BALEARS - B. SANTANDER,86H 02' 16'',+ 02H 26' 14'',3391
2004,87, DMITRIY FOFONOV,96,COFIDIS CREDIT PAR TELEPHONE,86H 02' 24'',+ 02H 26' 22'',3391
2004,88, NICKI SORENSEN,68,TEAM CSC,86H 03' 41'',+ 02H 27' 39'',3391
2004,89, MARK SCANLON,149,AG2R PREVOYANCE,86H 03' 51'',+ 02H 27' 49'',3391
2004,90, MARC LOTZ,156,RABOBANK,86H 05' 50'',+ 02H 29' 48'',3391
2004,91, UNAI ETXEBARRIA,34,EUSKALTEL - EUSKADI,86H 06' 39'',+ 02H 30' 37'',3391
2004,92, CHRISTOPHE RINERO,201,R.A.G.T. SEMENCES - MG ROVER,86H 07' 36'',+ 02H 31' 34'',3391
2004,93, JUAN ANTONIO FLECHA GIANNONI,44,FASSA BORTOLO,86H 09' 40'',+ 02H 33' 38'',3391
2004,94, DARIUSZ BARANOWSKI,112,LIBERTY SEGUROS,86H 09' 56'',+ 02H 33' 54'',3391
2004,95, YURIY KRIVTSOV,146,AG2R PREVOYANCE,86H 10' 18'',+ 02H 34' 16'',3391
2004,96, SCOTT SUNDERLAND,139,ALESSIO - BIANCHI,86H 11' 22'',+ 02H 35' 20'',3391
2004,97, XABIER ZANDIO ECHAIDE,79,ILLES BALEARS - B. SANTANDER,86H 11' 50'',+ 02H 35' 48'',3391
2004,98, ALLAN DAVIS,113,LIBERTY SEGUROS,86H 12' 18'',+ 02H 36' 16'',3391
2004,99, ANDREA NOE,138,ALESSIO - BIANCHI,86H 12' 38'',+ 02H 36' 36'',3391
2004,100, KOOS MOERENHOUT,186,LOTTO - DOMO,86H 12' 50'',+ 02H 36' 48'',3391
2004,101, THIERRY MARICHAL,184,LOTTO - DOMO,86H 14' 00'',+ 02H 37' 58'',3391
2004,102, WALTER BENETEAU,122,BRIOCHES LA BOULANGERE,86H 14' 38'',+ 02H 38' 36'',3391
2004,103, ANTHONY CHARTEAU,123,BRIOCHES LA BOULANGERE,86H 17' 33'',+ 02H 41' 31'',3391
2004,104, THOR HUSHOVD,57,CREDIT AGRICOLE,86H 18' 47'',+ 02H 42' 45'',3391
2004,105, DAVID LOOSLI,176,SAECO,86H 20' 26'',+ 02H 44' 24'',3391
2004,106, DANILO HONDO,83,GEROLSTEINER,86H 22' 56'',+ 02H 46' 54'',3391
2004,107, PETER FARAZIJN,99,COFIDIS CREDIT PAR TELEPHONE,86H 22' 58'',+ 02H 46' 56'',3391
2004,108, MARTIN ELMIGER,22,PHONAK HEARING SYSTEMS,86H 23' 24'',+ 02H 47' 22'',3391
2004,109, FABIAN CANCELLARA,43,FASSA BORTOLO,86H 24' 44'',+ 02H 48' 42'',3391
2004,110, MATTEO TOSATTO,48,FASSA BORTOLO,86H 25' 08'',+ 02H 49' 06'',3391
2004,111, BRAM DE GROOT,153,RABOBANK,86H 25' 35'',+ 02H 49' 33'',3391
2004,112, MARC WAUTERS,159,RABOBANK,86H 26' 18'',+ 02H 50' 16'',3391
2004,113, PETER WROLICH,89,GEROLSTEINER,86H 27' 08'',+ 02H 51' 06'',3391
2004,114, FRANCK RENIER,127,BRIOCHES LA BOULANGERE,86H 29' 18'',+ 02H 53' 16'',3391
2004,115, KARSTEN KROON,155,RABOBANK,86H 29' 24'',+ 02H 53' 22'',3391
2004,116, FILIPPO POZZATO,47,FASSA BORTOLO,86H 30' 57'',+ 02H 54' 55'',3391
2004,117, JAN HRUSKA,115,LIBERTY SEGUROS,86H 32' 03'',+ 02H 56' 01'',3391
2004,118, FILIPPO SIMEONI,198,DOMINA VACANZE,86H 32' 32'',+ 02H 56' 30'',3391
2004,119, LUDOVIC MARTIN,208,R.A.G.T. SEMENCES - MG ROVER,86H 35' 02'',+ 02H 59' 00'',3391
2004,120, TOM BOONEN,103,QUICK STEP - DAVITAMON,86H 35' 09'',+ 02H 59' 07'',3391
2004,121, MASSIMILIANO MORI,195,DOMINA VACANZE,86H 35' 14'',+ 02H 59' 12'',3391
2004,122, ROBBIE MC EWEN,181,LOTTO - DOMO,86H 35' 20'',+ 02H 59' 18'',3391
2004,123, KURT-ASLE ARVESEN,62,TEAM CSC,86H 36' 37'',+ 03H 00' 35'',3391
2004,124, SALVATORE COMMESSO,174,SAECO,86H 37' 23'',+ 03H 01' 21'',3391
2004,125, UWE PESCHEL,86,GEROLSTEINER,86H 37' 38'',+ 03H 01' 36'',3391
2004,126, STEFANO ZANINI,109,QUICK STEP - DAVITAMON,86H 37' 41'',+ 03H 01' 39'',3391
2004,127, JULIAN DEAN,53,CREDIT AGRICOLE,86H 38' 11'',+ 03H 02' 09'',3391
2004,128, GILLES BOUVARD,204,R.A.G.T. SEMENCES - MG ROVER,86H 39' 30'',+ 03H 03' 28'',3391
2004,129, FRÉDÉRIC GUESDON,166,FDJEUX.COM,86H 39' 42'',+ 03H 03' 40'',3391
2004,130, PIERRE BOURQUENOUD,203,R.A.G.T. SEMENCES - MG ROVER,86H 40' 49'',+ 03H 04' 47'',3391
2004,131, BERNHARD EISEL,165,FDJEUX.COM,86H 41' 46'',+ 03H 05' 44'',3391
2004,132, MARCUS LJUNGQVIST,136,ALESSIO - BIANCHI,86H 43' 53'',+ 03H 07' 51'',3391
2004,133, ERIK DEKKER,154,RABOBANK,86H 43' 56'',+ 03H 07' 54'',3391
2004,134, CHRISTOPHE LAURENT,207,R.A.G.T. SEMENCES - MG ROVER,86H 45' 40'',+ 03H 09' 38'',3391
2004,135, FABIO BALDATO,132,ALESSIO - BIANCHI,86H 46' 48'',+ 03H 10' 46'',3391
2004,136, GUILLAUME AUGER,202,R.A.G.T. SEMENCES - MG ROVER,86H 47' 12'',+ 03H 11' 10'',3391
2004,137, JEAN-PATRICK NAZON,147,AG2R PREVOYANCE,86H 49' 12'',+ 03H 13' 10'',3391
2004,138, JIMMY ENGOULVENT,95,COFIDIS CREDIT PAR TELEPHONE,86H 49' 57'',+ 03H 13' 55'',3391
2004,139, BADEN COOKE,163,FDJEUX.COM,86H 51' 47'',+ 03H 15' 45'',3391
2004,140, WIM VANSEVENANT,187,LOTTO - DOMO,86H 58' 17'',+ 03H 22' 15'',3391
2004,141, CHRISTOPHE EDALEINE,94,COFIDIS CREDIT PAR TELEPHONE,86H 58' 41'',+ 03H 22' 39'',3391
2004,142, SERVAIS KNAVEN,106,QUICK STEP - DAVITAMON,86H 59' 09'',+ 03H 23' 07'',3391
2004,143, FRANCESCO SECCHIARI,197,DOMINA VACANZE,87H 01' 39'',+ 03H 25' 37'',3391
2004,144, MATTHEW WILSON,169,FDJEUX.COM,87H 12' 33'',+ 03H 36' 31'',3391
2004,145, FRÉDÉRIC FINOT,206,R.A.G.T. SEMENCES - MG ROVER,87H 15' 23'',+ 03H 39' 21'',3391
2004,146, SÉBASTIEN JOLY,58,CREDIT AGRICOLE,87H 19' 20'',+ 03H 43' 18'',3391
2004,147, JIMMY CASPER,93,COFIDIS CREDIT PAR TELEPHONE,87H 31' 51'',+ 03H 55' 49'',3391
